gene_name	gene_id	cgnc	mirbase
gene-GPRC5A	417960	50637	NA
gene-HEBP1	417961	8945	NA
gene-FAM234B	417963	8947	NA
gene-GSG1	769937	8949	NA
gene-EMP1	417964	8950	NA
gene-MIR6581	102466686	71931	MI0022400
gene-GRIN2B	417965	8954	NA
gene-LOC107053796	107053796	76783	NA
gene-LOC107053841	107053841	76828	NA
gene-ATF7IP	417966	8959	NA
gene-PLBD1	417967	50639	NA
gene-GUCY2C	417968	8973	NA
gene-TTC26	417969	8980	NA
gene-UBN2	417970	50640	NA
gene-TRNAR-CCU	112531689	NA	NA
gene-FMC1	107053781	76768	NA
gene-LUC7L2	417971	8987	NA
gene-GBE	417972	50641	NA
gene-LOC417973	417973	50642	NA
gene-LOC112531612	112531612	NA	NA
gene-POLDIP3	417974	8993	NA
gene-RRP7A	417975	50643	NA
gene-SERHL2	417976	50644	NA
gene-SOCS1L	417978	50645	NA
gene-NFAM1	417979	9000	NA
gene-TCF20	417980	9003	NA
gene-MIR1581	100315955	60814	MI0007307
gene-CYP2D6	417981	50646	NA
gene-NDUFA6	427897	66540	NA
gene-SMDT1	770755	9019	NA
gene-FAM109B	427898	9020	NA
gene-NAGA	396547	9022	NA
gene-WBP2NL	770780	56273	NA
gene-SEPT3	427899	9033	NA
gene-LOC100859314	100859314	63821	NA
gene-CENPM	417982	9034	NA
gene-TNFRSF13C	417983	13832	NA
gene-SHISA8	100857803	65255	NA
gene-SREBF2	395304	49254	NA
gene-MIR33A	777924	59204	MI0001170
gene-CCDC134	417984	9037	NA
gene-MEI1	417985	50647	NA
gene-SNU13	417986	9043	NA
gene-XRCC6	395767	9044	NA
gene-DESI1	770448	56030	NA
gene-PMM1	417989	9053	NA
gene-CSDC2	425183	24	NA
gene-POLR3H	417990	9056	NA
gene-ACO2	374009	9059	NA
gene-PHF5A	417991	9062	NA
gene-LOC112533440	112533440	NA	NA
gene-TOB2	417992	9065	NA
gene-LOC107053744	107053744	76731	NA
gene-LOC101748546	101748546	68029	NA
gene-TEF	396342	9066	NA
gene-ZC3H7B	417996	9071	NA
gene-RANGAP1	417997	9072	NA
gene-CHADL	417998	50649	NA
gene-L3MBTL2	417999	9080	NA
gene-EP300	418000	9087	NA
gene-LOC107053731	107053731	76718	NA
gene-RBX1	418001	9088	NA
gene-LOC101749129	101749129	68603	NA
gene-MIR1683	100315781	60641	MI0007417
gene-XPNPEP3	418002	9095	NA
gene-ST13	418003	50650	NA
gene-SLC25A17	418004	9105	NA
gene-LOC101749282	101749282	68754	NA
gene-MKL1	418005	9114	NA
gene-SGSM3	418008	9121	NA
gene-ADSL	396540	9122	NA
gene-TNRC6B	418010	9134	NA
gene-LOC107053703	107053703	76691	NA
gene-FAM83F	770747	9137	NA
gene-LOC112533453	112533453	NA	NA
gene-GRAP2	770756	9140	NA
gene-LOC107053692	107053692	76681	NA
gene-CACNA1I	427900	9194	NA
gene-LOC107053688	107053688	76677	NA
gene-RPS19BP1	418011	9203	NA
gene-LOC107053687	107053687	76676	NA
gene-ATF4	395693	9204	NA
gene-LOC107053686	107053686	76675	NA
gene-MIEF1	418012	9213	NA
gene-MGAT3	418013	9215	NA
gene-TAB1	418014	50652	NA
gene-SYNGR1	418015	50653	NA
gene-RPL3	418016	50654	NA
gene-SNORD83A	100498696	61479	MI0015391
gene-PDGFB	374128	9243	NA
gene-CBX7	101752246	16077	NA
gene-CBX6	107053684	NA	NA
gene-NPTXR	427902	9247	NA
gene-DNAL4	418019	9263	NA
gene-LOC112533465	112533465	NA	NA
gene-FAM20CL	418020	50655	NA
gene-SUN2	418021	50656	NA
gene-GTPBP1	418022	9276	NA
gene-LOC112533464	112533464	NA	NA
gene-JOSD1	418023	13831	NA
gene-CBY1	771364	9279	NA
gene-DMC1	427903	9294	NA
gene-DDX17	418024	9302	NA
gene-KDELR3	418026	9305	NA
gene-KCNJ4	395903	49542	NA
gene-LOC101747255	101747255	66761	NA
gene-CSNK1E	378891	13829	NA
gene-TMEM184B	418027	9321	NA
gene-MAFF	395519	9324	NA
gene-PLA2G6	418028	9328	NA
gene-BAIAP2L2	418029	9330	NA
gene-SLC16A8	396041	9333	NA
gene-PICK1	418030	13828	NA
gene-LOC101751556	101751556	70976	NA
gene-LOC107053682	107053682	76672	NA
gene-SOX10	395573	49382	NA
gene-POLR2F	395486	9336	NA
gene-C1H22orf23	418031	9338	NA
gene-MICALL1	418032	50657	NA
gene-EIF3L	418033	9341	NA
gene-ANKRD54	418034	9344	NA
gene-GALR3	427904	9350	NA
gene-LOC693258	693258	54354	NA
gene-GCAT	101750333	69785	NA
gene-H1F0	693250	9356	NA
gene-TRIOBP	100859397	63742	NA
gene-NOL12	418037	9425	NA
gene-LOC100858460	100858460	64625	NA
gene-UTS2RL	771154	56552	NA
gene-LGALS1	396491	49833	NA
gene-PDXP	771207	56599	NA
gene-SH3BP1	430939	54092	NA
gene-GGA1	100857525	65501	NA
gene-LGALS2	425107	2336	NA
gene-CDC42EP1	418040	50659	NA
gene-CARD10	418041	9445	NA
gene-LOC107053659	107053659	76650	NA
gene-MFNG	418042	9450	NA
gene-ELFN2	427906	9452	NA
gene-CYTH4	418043	50660	NA
gene-RAC2	418044	9462	NA
gene-SSTR3	427907	9463	NA
gene-LOC112533483	112533483	NA	NA
gene-C1QTNF6	427908	9464	NA
gene-IL2RB	100859707	63442	NA
gene-TMPRSS6	418046	9483	NA
gene-KCTD17	418047	9485	NA
gene-MPST	418048	50661	NA
gene-TST	418049	9487	NA
gene-TEX33	418050	9489	NA
gene-CSF2RB	101750812	70252	NA
gene-CRCBL	771315	9502	NA
gene-NCF4	418052	9504	NA
gene-PVALB	396459	49814	NA
gene-IFT27	418053	9506	NA
gene-CACNG2	427909	66541	NA
gene-LOC107053839	107053839	76826	NA
gene-EIF3D	771356	56714	NA
gene-FOXRED2	418054	50663	NA
gene-TXN2	426978	9513	NA
gene-MIR1742	100315814	60674	MI0007481
gene-LOC112533484	112533484	NA	NA
gene-MYH9	396469	49820	NA
gene-RBFOX2	418055	9518	NA
gene-LOC107053630	107053630	76621	NA
gene-MB	418056	9519	NA
gene-LOC101747256	101747256	66762	NA
gene-RASD2	418057	9520	NA
gene-LOC112533487	112533487	NA	NA
gene-MCM5	418058	9524	NA
gene-HMOX1	396287	49737	NA
gene-TOM1	396049	9530	NA
gene-HMGXB4	418059	9533	NA
gene-ISX	418060	9534	NA
gene-LOC112533496	112533496	NA	NA
gene-LOC112533490	112533490	NA	NA
gene-LOC107053592	107053592	76584	NA
gene-LOC107053589	107053589	76581	NA
gene-LARGE1	418062	50664	NA
gene-SYN3	100857420	66064	NA
gene-TIMP3	396483	9540	NA
gene-LOC107053588	107053588	76580	NA
gene-FBXO7	418063	9541	NA
gene-LOC112532681	112532681	NA	NA
gene-BPIFCB	771461	56792	NA
gene-RTCB	418064	9570	NA
gene-ASCL4	427912	13824	NA
gene-PRDM4	418065	9577	NA
gene-PWP1	418066	9587	NA
gene-BTBD11	771493	9589	NA
gene-LOC101749091	101749091	68565	NA
gene-LOC112533502	112533502	NA	NA
gene-CRY1	374093	9591	NA
gene-MTERF2	418067	9592	NA
gene-TMEM263	418068	9593	NA
gene-RIC8B	418069	9595	NA
gene-RFX4	418070	9598	NA
gene-POLR3B	418071	9603	NA
gene-TCP11L2	425052	9606	NA
gene-CKAP4	418073	9607	NA
gene-NUAK1	418074	9609	NA
gene-LOC112533504	112533504	NA	NA
gene-LOC107053559	107053559	76551	NA
gene-C12orf75	771624	56923	NA
gene-APPL2	418075	9611	NA
gene-WASHC4	418077	9617	NA
gene-ALDH1L2	418078	9628	NA
gene-LOC112533513	112533513	NA	NA
gene-C1H12ORF45	418079	9630	NA
gene-SLC41A2	427913	53224	NA
gene-CHST11	418081	9634	NA
gene-LOC107049021	107049021	72060	NA
gene-TXNRD1	418082	50665	NA
gene-NFYB	396205	49700	NA
gene-HCFC2	418083	50666	NA
gene-GLT8D2	418085	9649	NA
gene-TDG	395510	9652	NA
gene-C1H12ORF73	772057	57249	NA
gene-HSP90B1	374163	49067	NA
gene-LOC107049050	107049050	72081	NA
gene-MIR7450	102465726	71870	MI0024118
gene-LOC418086	418086	50667	NA
gene-NT5DC3	427914	9660	NA
gene-STAB2	418089	50670	NA
gene-LOC107053530	107053530	76522	NA
gene-ASCL1	386573	49152	NA
gene-PAH	408024	9670	NA
gene-THL	771761	57028	NA
gene-IGF1	418090	9671	NA
gene-PARPBP	418092	9672	NA
gene-PMCH	418091	50671	NA
gene-NUP37	418093	9674	NA
gene-WASHC3	418094	9675	NA
gene-DRAM1	418095	50672	NA
gene-GNPTAB	418096	9678	NA
gene-SYCP3	418097	9679	NA
gene-CHPT1	418098	9681	NA
gene-MYBPC1	418099	9690	NA
gene-LOC112533534	112533534	NA	NA
gene-TRNAV-CAC	112531648	NA	NA
gene-SPIC	427915	9692	NA
gene-PARP12	418100	9694	NA
gene-TBXAS1	418101	9697	NA
gene-LOC107053513	107053513	76505	NA
gene-HIPK2	374138	49057	NA
gene-LOC107053508	107053508	76500	NA
gene-KIAA1549	100857885	66121	NA
gene-TMEM213	418103	66304	NA
gene-ATP6V0A4	418104	66305	NA
gene-SVOPL	418105	9711	NA
gene-TRIM24	418106	9717	NA
gene-LOC107053481	107053481	76473	NA
gene-LOC112533564	112533564	NA	NA
gene-LOC112533565	112533565	NA	NA
gene-LOC107053480	107053480	76472	NA
gene-AKR1D1	418107	9724	NA
gene-LOC418108	418108	66306	NA
gene-CGTL	418109	50675	NA
gene-LOC112533577	112533577	NA	NA
gene-KDM7A	418110	9733	NA
gene-SLC37A3	418112	9734	NA
gene-RAB19	418113	9735	NA
gene-MKRN1	395500	49350	NA
gene-LOC107053476	107053476	76468	NA
gene-LOC418114	418114	66307	NA
gene-DENND2A	418115	9739	NA
gene-ADCK2	418116	9742	NA
gene-LOC100858131	100858131	64944	NA
gene-NDUFB2	418118	66308	NA
gene-BRAF	396239	9744	NA
gene-MRPS33	418119	9746	NA
gene-TMEM178B	418120	50677	NA
gene-AGK	418121	9748	NA
gene-KIAA1147	427917	9752	NA
gene-WEE2	427918	53225	NA
gene-SSBP1	418122	9754	NA
gene-CREB3L2	418123	9755	NA
gene-DGKI	418124	9763	NA
gene-PTN	418125	66309	NA
gene-CHRM2	418126	9766	NA
gene-MIR490	777907	59188	MI0003709
gene-LOC112533635	112533635	NA	NA
gene-MTPN	395702	66212	NA
gene-FAM180A	772003	66677	NA
gene-SLC13A4	418127	9775	NA
gene-C7orf73	418128	50679	NA
gene-LOC107053473	107053473	76465	NA
gene-SYT10	418129	9777	NA
gene-LOC112533636	112533636	NA	NA
gene-PKP2	418130	9778	NA
gene-YARS2	418131	9783	NA
gene-DNM1L	418132	9791	NA
gene-FGD4	107049013	9792	NA
gene-BICD1	427919	9793	NA
gene-KIAA1551	418136	9795	NA
gene-MIR6700	102466713	71958	MI0022522
gene-AMN1	418137	9796	NA
gene-ETFBKMT	418138	50680	NA
gene-DENND5B	418139	50681	NA
gene-SINHCAF	418140	9801	NA
gene-MIR1593	100315731	60591	MI0007320
gene-LOC101752247	101752247	71654	NA
gene-CAPRIN2	418141	9802	NA
gene-IPO8	418142	9806	NA
gene-TMTC1	418143	9808	NA
gene-ZFP2	427922	9809	NA
gene-LOC101748011	101748011	67502	NA
gene-DDX11	418144	50682	NA
gene-WASHC1	418145	50683	NA
gene-IQSEC3	418146	9823	NA
gene-SLC6A12	418147	9828	NA
gene-LOC107053441	107053441	76433	NA
gene-SLC6A13	100858230	64848	NA
gene-LOC107053437	107053437	76429	NA
gene-KDM5A	418148	9829	NA
gene-CCDC77	418149	9830	NA
gene-LOC112530013	112530013	NA	NA
gene-B4GALNT3	418150	21299	NA
gene-NINJ2	418151	9832	NA
gene-WNK1	427925	9833	NA
gene-RAD52	418152	9834	NA
gene-ERC1	418153	9835	NA
gene-WNT5B	418154	9838	NA
gene-FBXL14	427926	66542	NA
gene-ADIPOR2	418155	50684	NA
gene-CACNA2D4	100858946	66086	NA
gene-CHUNK-1	395640	49419	NA
gene-LRTM2	101749866	69325	NA
gene-DCP1B	772197	9848	NA
gene-CACNA1C	395891	49535	NA
gene-IL17RA	418158	9854	NA
gene-CECR6	772223	29707	NA
gene-CECR5	418159	9855	NA
gene-CECR1	418160	9856	NA
gene-CECR2	418161	9859	NA
gene-ATP6V1E1	418162	50685	NA
gene-BCL2L13	418163	9862	NA
gene-BID	395236	9863	NA
gene-LOC107053369	107053369	76362	NA
gene-MICAL3	418164	50686	NA
gene-LOC112530022	112530022	NA	NA
gene-PEX26	418165	50687	NA
gene-TUBA8B	396426	49796	NA
gene-TUBA8A	418166	262	NA
gene-LOC107053357	107053357	76350	NA
gene-USP18	418167	50688	NA
gene-LOC107053352	107053352	76345	NA
gene-AKR1B10L1	418169	50690	NA
gene-AKR1B10L3	418170	50691	NA
gene-LOC112530028	112530028	NA	NA
gene-AKR1E2	418171	50692	NA
gene-AKR1B10L4	772271	57413	NA
gene-AKR1B1L	425137	66492	NA
gene-BPGM	418172	50693	NA
gene-LOC107053343	107053343	76336	NA
gene-CALD1	373965	9884	NA
gene-AKR1B10L2	395338	49273	NA
gene-LOC107054208	107054208	77190	NA
gene-RERG	418173	66310	NA
gene-PTPRO	373911	9894	NA
gene-EPS8	418174	9898	NA
gene-STRAP	418175	9899	NA
gene-LOC107054199	107054199	77181	NA
gene-DERA	418176	9901	NA
gene-LOC107054197	107054197	77179	NA
gene-LOC112530033	112530033	NA	NA
gene-SLC15A5	418177	50694	NA
gene-MGST1	418178	9903	NA
gene-LMO3	418179	13811	NA
gene-RERGL	418180	50695	NA
gene-PIK3C2G	418181	9914	NA
gene-PLCZ1	418182	50696	NA
gene-CAPZA3	427929	9917	NA
gene-LOC112530061	112530061	NA	NA
gene-PLEKHA5	418183	9921	NA
gene-LOC107054170	107054170	77154	NA
gene-AEBP2	418184	9923	NA
gene-LOC101747667	101747667	67163	NA
gene-LOC101747754	101747754	67247	NA
gene-PDE3A	418185	9927	NA
gene-LOC107054151	107054151	77135	NA
gene-LOC112530062	112530062	NA	NA
gene-SLCO1C1	418186	9932	NA
gene-SLCO1B3	418187	50697	NA
gene-SLCO1B1	418189	50698	NA
gene-SLCO1A2	418190	9938	NA
gene-IAPP	396362	9942	NA
gene-PYROXD1	418191	9946	NA
gene-RECQL	378910	9947	NA
gene-GOLT1B	418192	66311	NA
gene-LOC101748166	101748166	67656	NA
gene-BCAT1	418193	9949	NA
gene-LOC107054135	107054135	77119	NA
gene-SOX5	418195	9966	NA
gene-MIR6608-1	102465354	71782	MI0022427
gene-MIR6608-2	102465676	71856	MI0023553
gene-LOC107054127	107054127	77111	NA
gene-LOC112530063	112530063	NA	NA
gene-LOC100859077	100859077	64044	NA
gene-ETNK1	418196	9967	NA
gene-C2CD5	418197	9971	NA
gene-ST8SIA1	395860	9972	NA
gene-C3AR1	418198	9977	NA
gene-LOC427933	427933	53227	NA
gene-CMAS	418199	9985	NA
gene-ABCC9	418200	9995	NA
gene-KCNJ8	395973	49584	NA
gene-LOC112530068	112530068	NA	NA
gene-LOC107054094	107054094	77078	NA
gene-LDHB	373997	10005	NA
gene-GYS2	418201	10009	NA
gene-SPX	107053973	76958	NA
gene-LRMP	418205	10469	NA
gene-MIR7451	102465727	71871	MI0024121
gene-CASC1	418206	10481	NA
gene-ETFRF1	776112	10482	NA
gene-KRAS	418207	10484	NA
gene-LOC107054089	107054089	77073	NA
gene-LOC418209	418209	50702	NA
gene-LOC112530075	112530075	NA	NA
gene-LOC101750507	101750507	69957	NA
gene-LOC107054212	107054212	77194	NA
gene-RASSF8	418210	10489	NA
gene-LOC107054076	107054076	77060	NA
gene-LOC107054073	107054073	77057	NA
gene-BHLHE41	101750689	70134	NA
gene-SSPN	418211	10490	NA
gene-ITPR2	418212	10502	NA
gene-LOC107054072	107054072	77056	NA
gene-LOC101750972	101750972	70409	NA
gene-INTS13	418213	10510	NA
gene-FGFR1OP2	418214	10511	NA
gene-TM7SF3	418215	10512	NA
gene-MED21	418216	66312	NA
gene-LOC107054071	107054071	77055	NA
gene-STK38L	418217	10518	NA
gene-LOC107054070	107054070	77054	NA
gene-ARNTL2	373925	10520	NA
gene-PPFIBP1	418219	50704	NA
gene-CYB5R3	418220	50705	NA
gene-ENDOUL	418221	50706	NA
gene-LOC107054068	107054068	77052	NA
gene-LOC418222	418222	66313	NA
gene-A4GALT	418223	10539	NA
gene-ARFGAP3	418224	50708	NA
gene-PACSIN2	395975	10555	NA
gene-LOC107054067	107054067	77051	NA
gene-TTLL1	418225	10557	NA
gene-BIK	776149	57678	NA
gene-MCAT	427934	10559	NA
gene-TSPO	418226	10560	NA
gene-TTLL12	418227	10561	NA
gene-SCUBE1	418228	10569	NA
gene-LOC101747370	101747370	66873	NA
gene-MPPED1	418229	50709	NA
gene-EFCAB6	418231	10576	NA
gene-SULT4A1	418232	10577	NA
gene-LOC112530103	112530103	NA	NA
gene-PNPLA3	418233	50710	NA
gene-SAMM50	418234	10580	NA
gene-PARVB	418235	10585	NA
gene-PARVG	418236	10587	NA
gene-KIAA1644	100857276	66103	NA
gene-LOC112530106	112530106	NA	NA
gene-LOC112532774	112532774	NA	NA
gene-PRR5	418237	50711	NA
gene-LOC107054014	107054014	76998	NA
gene-ARHGAP8	418239	50713	NA
gene-PHF21B	427935	10597	NA
gene-LOC107053999	107053999	76984	NA
gene-LOC112530109	112530109	NA	NA
gene-NUP50	418240	10599	NA
gene-KIAA0930	418241	10601	NA
gene-UPK3A	418242	10602	NA
gene-SMC1B	418243	10603	NA
gene-RIBC2	418244	10606	NA
gene-LOC107053998	107053998	76983	NA
gene-FBLN1	373979	10607	NA
gene-ATXN10	418245	10608	NA
gene-LOC107053971	107053971	76956	NA
gene-LOC107053997	107053997	76982	NA
gene-WNT7B	427937	10609	NA
gene-LOC112530114	112530114	NA	NA
gene-LOC107053996	107053996	76981	NA
gene-LOC101749388	101749388	68859	NA
gene-MIRLET7A3	777925	59205	MI0001171
gene-MIRLET7B	777926	59206	MI0001172
gene-PPARA	374120	10611	NA
gene-CDPF1	418246	50714	NA
gene-PKDREJ	107053969	10614	NA
gene-TTC38L	426599	52836	NA
gene-TTC38	426193	52707	NA
gene-ZC3HAV1	426315	10406	NA
gene-LOC101749705	101749705	69166	NA
gene-LOC112530121	112530121	NA	NA
gene-ETV6	395750	9785	NA
gene-MIR1727-1	100315924	60784	MI0007464
gene-BCL2L14	419096	8774	NA
gene-LRP6	419097	8784	NA
gene-LOC101751329	101751329	70754	NA
gene-MANSC1	426428	52786	NA
gene-BORCS5	426116	10119	NA
gene-DUSP16	431336	654	NA
gene-LOC107053991	107053991	76976	NA
gene-CREBL2	426496	66503	NA
gene-GPR19	100857902	65162	NA
gene-CDKN1AL	101751545	70966	NA
gene-CDKN1B	374106	49044	NA
gene-LOC112530129	112530129	NA	NA
gene-LOC101751866	101751866	71281	NA
gene-LOC107053979	107053979	76964	NA
gene-LOC101747298	101747298	66803	NA
gene-MRPS35	419048	66334	NA
gene-MANSC4	419047	50904	NA
gene-KLHL42	419046	12994	NA
gene-LOC112532775	112532775	NA	NA
gene-PTHLH	396281	12993	NA
gene-LOC107054297	107054297	77276	NA
gene-CCDC91	419045	66333	NA
gene-FAR2	419043	12990	NA
gene-LOC107054286	107054286	77265	NA
gene-RAD51AP1	419042	12989	NA
gene-C1H12ORF4	419041	12988	NA
gene-FGF6	768907	12987	NA
gene-FGF23	428104	66548	NA
gene-TIGAR	419040	12985	NA
gene-LOC112530139	112530139	NA	NA
gene-CCND2	374047	12983	NA
gene-LOC112530138	112530138	NA	NA
gene-NDUFA9	419039	12982	NA
gene-KCNA6	100858067	65004	NA
gene-LOC101748699	101748699	68181	NA
gene-LOC107054264	107054264	77245	NA
gene-KCNA1	428101	53264	NA
gene-KCNA5	395115	49177	NA
gene-LOC107054307	107054307	77286	NA
gene-NTF3	428099	53263	NA
gene-ANO2	428100	12975	NA
gene-LOC107054259	107054259	77241	NA
gene-VWF	419031	12976	NA
gene-CD9	395527	12977	NA
gene-NOBOX	419032	50900	NA
gene-ARHGEF5	419033	12978	NA
gene-LOC107055509	107055509	78465	NA
gene-LOC112530141	112530141	NA	NA
gene-LOC107055508	107055508	78464	NA
gene-LOC100858935	100858935	64181	NA
gene-LOC107054318	107054318	77297	NA
gene-PRMT8	425989	10014	NA
gene-LOC107054377	107054377	77355	NA
gene-LOC107054332	107054332	77310	NA
gene-PARP11	418264	10681	NA
gene-TSPAN9	418263	10680	NA
gene-LOC107054376	107054376	77354	NA
gene-TEAD4	395542	49367	NA
gene-TULP3	426085	10098	NA
gene-FOXM1	430534	53973	NA
gene-RHNO1	426083	10096	NA
gene-LOC107054374	107054374	77352	NA
gene-ITFG2	418262	10672	NA
gene-LOC112530151	112530151	NA	NA
gene-FKBP4	418261	10671	NA
gene-LOC101748309	101748309	67797	NA
gene-NECAP1	770083	10670	NA
gene-C3AR1P	100857559	65468	NA
gene-FOXJ2	418259	10669	NA
gene-LOC101748787	101748787	68268	NA
gene-LOC107054373	107054373	77351	NA
gene-LOC112530152	112530152	NA	NA
gene-SLC2A14	396517	49848	NA
gene-LOC101748883	101748883	68362	NA
gene-NANOG	100272166	59260	NA
gene-AICDA	418257	10639	NA
gene-MFAP5	418256	10638	NA
gene-RIMKLB	418255	50719	NA
gene-A2ML1	418254	13800	NA
gene-A2ML2	427942	53231	NA
gene-PHC1	418252	50717	NA
gene-M6PR	396044	49623	NA
gene-A2M	418251	50716	NA
gene-LOC425756	425756	52563	NA
gene-LOC107049796	107049796	72812	NA
gene-LOC112532692	112532692	NA	NA
gene-TRNAL-UAG	112531674	NA	NA
gene-LOC112530166	112530166	NA	NA
gene-A2ML3	100857394	65621	NA
gene-LOC112530171	112530171	NA	NA
gene-LOC112532695	112532695	NA	NA
gene-LOC112532699	112532699	NA	NA
gene-OVST	396151	49672	NA
gene-OVSTL	425757	52564	NA
gene-MIR6606	102466692	71937	MI0022425
gene-LOC107055595	107055595	78551	NA
gene-LOC112530172	112530172	NA	NA
gene-LOC107054380	107054380	77358	NA
gene-LOC107055644	107055644	78599	NA
gene-MAN1A2	418265	10689	NA
gene-CD86	427944	10690	NA
gene-CASR	418266	50721	NA
gene-CSTB	418267	10723	NA
gene-CSTA	418268	10724	NA
gene-CCDC58	418269	10725	NA
gene-FAM162A	418270	5573	NA
gene-KPNA1	418271	10730	NA
gene-FBXO40	426341	10463	NA
gene-TAPBPL	426340	10731	NA
gene-VAMP1	418273	50722	NA
gene-MIR6553	102466680	71925	MI0022371
gene-SCNN1A	396050	49625	NA
gene-MRPL51	418274	50723	NA
gene-NCAPD2	418275	50724	NA
gene-LOC112531645	112531645	NA	NA
gene-CNP1	100499455	61487	NA
gene-GAPDH	374193	49077	NA
gene-IFFO1	418276	50725	NA
gene-NOP2	418277	10744	NA
gene-CHD4	418278	10176	NA
gene-LOC112531639	112531639	NA	NA
gene-LOC101750826	101750826	70266	NA
gene-LPAR5	418279	10750	NA
gene-ACRBP	418280	50726	NA
gene-LOC101750932	101750932	70369	NA
gene-ING4	418281	10752	NA
gene-LOC107054512	107054512	77487	NA
gene-LOC112530194	112530194	NA	NA
gene-ZNF384	770350	10753	NA
gene-PIANP	418282	10758	NA
gene-COPS7A	418283	50727	NA
gene-LOC112530195	112530195	NA	NA
gene-MLF2	418284	10760	NA
gene-LOC100859057	100859057	64064	NA
gene-PTMS	418286	10761	NA
gene-LAG3	418287	10763	NA
gene-CD4	395362	10764	NA
gene-GPR162	418288	15857	NA
gene-P3H3	418289	10772	NA
gene-CDCA3	770517	10787	NA
gene-USP5	418290	10793	NA
gene-TPI1	396435	49803	NA
gene-LRRC23	418291	10795	NA
gene-ENO2	395689	10796	NA
gene-ATN1	427946	10806	NA
gene-C1H12ORF57	771099	10807	NA
gene-LOC112531617	112531617	NA	NA
gene-PTPN6	427947	10812	NA
gene-PHB2	771124	10814	NA
gene-EMG1	418292	10815	NA
gene-LPCAT3	418293	10817	NA
gene-LOC107054527	107054527	77502	NA
gene-C1S	418294	10830	NA
gene-C1R	418295	50728	NA
gene-RBP5	418296	10868	NA
gene-CLSTN3	418297	10877	NA
gene-LOC418298	418298	50729	NA
gene-PEX5	418299	10884	NA
gene-LOC107054533	107054533	77508	NA
gene-OR10AC1	427948	53232	NA
gene-EPHA1	378782	49118	NA
gene-ZYX	418300	10889	NA
gene-FAM131B	768450	10890	NA
gene-LOC107054541	107054541	77516	NA
gene-CLCN1	427949	10895	NA
gene-CASP2	395857	10898	NA
gene-RAP1GAP1	395647	10901	NA
gene-TMEM139	101747965	67456	NA
gene-GSTK1	418302	10904	NA
gene-CD163	418303	50731	NA
gene-TAS2R40	101749182	68656	NA
gene-LOC112532702	112532702	NA	NA
gene-LOC112530226	112530226	NA	NA
gene-LOC107055486	107055486	78442	NA
gene-KEL	418306	10929	NA
gene-LOC107054566	107054566	77540	NA
gene-TRPV6	418307	50732	NA
gene-EPHB6	418308	50733	NA
gene-LOC112530254	112530254	NA	NA
gene-TRBV19	418309	50734	NA
gene-TRBV6-5	768756	54728	NA
gene-PRSS2	396344	49760	NA
gene-LOC107054567	107054567	77541	NA
gene-LOC107054569	107054569	77543	NA
gene-LOC112530242	112530242	NA	NA
gene-LOC107054568	107054568	77542	NA
gene-LOC112530241	112530241	NA	NA
gene-LOC107050394	107050394	73408	NA
gene-LOC107049836	107049836	72852	NA
gene-LOC107049865	107049865	72881	NA
gene-LOC107055578	107055578	78534	NA
gene-LOC112530246	112530246	NA	NA
gene-LOC107049069	107049069	72097	NA
gene-LOC112530244	112530244	NA	NA
gene-PRSS3	396345	49761	NA
gene-LOC107054571	107054571	77545	NA
gene-KLK7	769009	54913	NA
gene-LOC112530252	112530252	NA	NA
gene-LOC107055482	107055482	78438	NA
gene-LOC112530243	112530243	NA	NA
gene-LOC107054573	107054573	77547	NA
gene-LOC107054572	107054572	77546	NA
gene-LOC112530245	112530245	NA	NA
gene-LOC107055606	107055606	78562	NA
gene-TRY1P1L1	768817	54776	NA
gene-LOC112529966	112529966	NA	NA
gene-LOC112530256	112530256	NA	NA
gene-LOC769044	769044	54941	NA
gene-LOC100859625	100859625	63521	NA
gene-YBX3	396371	49776	NA
gene-SYCE3	769096	54981	NA
gene-STYK1	418310	10946	NA
gene-GABARAPL1	769118	10918	NA
gene-TMEM52B	426455	10594	NA
gene-KLRD1	769174	55042	NA
gene-LOC107054599	107054599	77573	NA
gene-LOC100859872	100859872	63286	NA
gene-LOC112530268	112530268	NA	NA
gene-LOC112530264	112530264	NA	NA
gene-LOC112530269	112530269	NA	NA
gene-LOC112530271	112530271	NA	NA
gene-LOC112532779	112532779	NA	NA
gene-LOC107055725	107055725	78680	NA
gene-LOC112530275	112530275	NA	NA
gene-LOC107055695	107055695	78650	NA
gene-HSD3B1	396015	49605	NA
gene-HAO2	418311	10951	NA
gene-LOC112532780	112532780	NA	NA
gene-LOC101750690	101750690	70135	NA
gene-HSFL1	100857210	65794	NA
gene-TBX15	418313	10960	NA
gene-SPAG17	418315	10962	NA
gene-WDR3	427952	10970	NA
gene-GDAP2	425913	10972	NA
gene-FAM46C	426544	10749	NA
gene-DUSP12	425349	5349	NA
gene-ATP6V1A	395821	10976	NA
gene-NAA50	418319	10980	NA
gene-LOC107054727	107054727	77700	NA
gene-USF3	418320	10982	NA
gene-SIDT1	418321	10986	NA
gene-SPICE1	418322	10989	NA
gene-TRNAS-AGA	112531675	NA	NA
gene-TRNAS-AGA-2	112531649	NA	NA
gene-TRNAS-AGA-3	112531650	NA	NA
gene-TRNAS-AGA-4	112531651	NA	NA
gene-TRIM45	769776	55523	NA
gene-VTCN1	101752024	10992	NA
gene-CTC1	418324	10994	NA
